period_id,frame_idx,game_clock,wall_clock,live,last_touch_team_id,team_id,player_id,player_number,speed,x,y,z,ball_x,ball_y,ball_z,ball_speed
1,9,0.36,1649524084374,True,6900,1207,442451,20,1.2,-16.99,-5.67,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,1207,229903,99,0.95,-0.98,-16.99,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,1207,464785,31,1.14,-11.84,-1.03,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,1207,244766,22,0.82,-16.72,3.51,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,1207,471798,1,0.51,-49.21,-0.01,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,1207,107091,11,3.16,0.58,8.86,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,1207,169707,30,0.86,-6.47,-6.28,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,1207,119644,2,0.88,-16.17,-19.41,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,1207,427869,14,1.06,-15.7,15.75,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,6900,246099,2,0.74,13.9,22.97,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,6900,85601,6,0.45,20.06,-3.95,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,6900,194730,8,0.96,14.51,-0.53,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,6900,430360,9,1.23,-0.49,0.22,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,6900,474038,17,2.12,0.85,-23.53,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,6900,443002,4,0.75,18.26,-17.14,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,6900,45215,7,0.83,0.29,16.04,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,6900,174577,1,0.33,49.35,0.19,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,6900,489381,5,0.65,10.84,6.52,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,6900,421184,15,0.48,21.18,11.68,0.0,4.76,-0.14,0.19,12.54
1,9,0.36,1649524084374,True,6900,6900,78103,10,1.6,5.57,-8.37,0.0,4.76,-0.14,0.19,12.54
1,10,0.4,1649524084414,True,6900,1207,41700,3,1.48,-3.34,21.66,0.0,5.27,-0.14,0.19,12.45
1,10,0.4,1649524084414,True,6900,1207,451375,40,2.77,-4.76,11.41,0.0,5.27,-0.14,0.19,12.45
